"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu00020","Citrate cycle (TCA cycle) - Mus musculus (house mouse)","27/4686","32/9787",2.06898236953713e-05,0.00010224970840756,4.35575235692028e-05,"15926/66052/170718/18534/11428/67680/17448/56451/20917/269951/66925/235339/67834/12974/18293/17449/104112/13382/78920/66945/68263/239017/74551/20916/18563/15929/18597",27
"mmu04020","Calcium signaling pathway - Mus musculus (house mouse)","154/4686","254/9787",2.40789794453434e-05,0.000117299028440887,4.99684084730434e-05,"13869/18802/12767/381290/12292/12372/320404/18573/20192/228550/11550/18795/18798/18019/14683/54635/12373/108058/13645/19055/18749/19220/65973/15234/18127/14184/116873/18595/16542/18125/11938/18439/18438/109305/18682/269717/18590/14254/17295/243764/18575/21802/16438/52163/11941/19713/12288/14177/16439/18752/110891/12315/18048/15464/56636/56632/14814/20866/68961/269999/14183/94178/22335/14182/11556/11739/18747/12286/213435/102093/11513/18021/234779/71785/19882/15235/18799/14816/76757/215999/11540/67112/170483/14672/67972/13867/12323/13649/19058/14172/11548/14257/22333/11541/53313/18436/94045/18126/12291/13866/72469/18750/14813/104111/12313/12671/20191/11607/238564/15466/14186/14062/14165/19056/12325/22334/105675/12289/57260/104110/73181/14180/19229/11549/19057/15558/13618/11514/18591/11515/18440/107589/58226/16440/22339/21425/20541/12314/12322/18596/18018/22340/12669/14682/14675/15566/74055/11554/11740/320707/18679/80903/110094/14205",154
"mmu04014","Ras signaling pathway - Mus musculus (house mouse)","144/4686","236/9787",2.7789611037826e-05,0.000133468413576038,5.68564317749442e-05,"22637/64143/19731/11352/226525/23797/19730/11350/12064/214230/329502/271849/241694/12048/228850/58231/18805/18706/14696/54635/13636/13638/20416/12977/13645/66350/18749/14700/21687/18710/12540/18782/18784/13836/15234/14184/18595/16542/26414/333050/19247/72399/54153/18590/14254/14699/66066/17295/14701/21802/14695/18205/14177/18752/12315/70584/233046/18048/56636/16001/14389/18479/66922/14183/15461/16337/19414/16150/14182/14388/18747/234779/71785/23871/26395/14697/114713/17532/69836/216148/67112/26396/16000/17311/215449/56480/13649/19696/14172/14257/26420/16706/18015/18053/19345/18750/56784/11845/20663/18654/12313/11651/217944/14706/66482/20418/14186/19418/18708/14165/14702/26419/14180/11600/19354/53357/18591/85031/21844/23872/240057/19732/22339/13640/19765/240168/12314/18596/12978/225870/19697/19395/12015/22340/225845/15566/74055/12675/13712/16151/54601/80903/18481/14205",144
"mmu04390","Hippo signaling pathway - Mus musculus (house mouse)","101/4686","158/9787",3.11102867499932e-05,0.000147341774746495,6.27663680043722e-05,"14369/12168/14633/170788/209456/21808/12156/15901/54401/58220/12162/18759/97064/21812/12695/22417/18762/14362/19046/269643/68473/11576/73246/19047/14371/22628/18787/11461/22413/232157/22419/12444/21679/170770/21803/101543/21677/14366/23859/22411/21676/12443/17125/93960/12550/93742/11797/11796/73699/17127/12160/21813/12387/29806/16798/14219/216033/23805/18016/211652/21414/216795/16897/13385/57265/12006/217325/11799/11465/104318/22630/15902/64010/319710/21809/12161/72293/71228/22418/12166/14365/71978/56274/22631/14368/27373/22410/13544/13383/56637/51792/12005/21678/11789/12385/17128/17131/93737/21416/53310/27494",101
"mmu04142","Lysosome - Mus musculus (house mouse)","88/4686","135/9787",3.38156189332479e-05,0.000157960630907364,6.7289912224776e-05,"108664/18173/252903/11305/11432/19025/64138/229445/14466/13040/20661/242341/12757/19063/71665/15932/56325/21871/110006/11769/11781/58911/17113/11778/13032/20597/12751/74105/12752/13033/94178/16783/52120/11886/13423/17159/11972/192654/235380/235504/13036/15587/66848/211329/53599/19156/432486/75612/12512/14667/12514/83429/67300/11975/27419/74008/14387/17775/11782/67963/14420/19141/74325/13039/11881/11774/15212/55946/11766/13030/114128/106039/17939/11883/18174/56722/16004/214505/18010/18145/11777/240283/27060/16889/16784/15931/11605/108012",88
"mmu04710","Circadian rhythm - Mus musculus (house mouse)","28/4686","34/9787",3.5520437639492e-05,0.000162729438532413,6.932138452685e-05,"18143/12912/241113/18627/12953/19885/108097/108079/18628/108099/26965/20893/79362/13170/11865/19883/12952/21402/217166/104318/18030/213311/353187/50789/27373/56438/19082/225998",28
"mmu04723","Retrograde endocannabinoid signaling - Mus musculus (house mouse)","98/4686","153/9787",3.60565465546504e-05,0.000162729438532413,6.932138452685e-05,"66495/227197/67273/12292/19225/226646/68375/16519/68349/18795/18798/14696/66046/66377/14679/18749/14409/230075/14700/14073/595136/242864/26414/231871/14699/66066/17992/68202/68198/14701/23945/16438/12288/14695/66108/16439/18752/66091/72961/14402/68197/70316/66916/18747/12286/11513/14681/16521/14697/14678/14816/75406/216227/66414/407790/26420/18750/104111/102631912/14706/407785/17993/66082/14702/12289/26419/104110/66218/11514/67130/29857/19094/11512/11515/224129/68194/68342/16440/26416/78330/66416/69875/72900/17991/225887/17995/269060/14682/104130/54405/14404/17716/17717/17718/17720/17719/17721/17722",98
"mmu04934","Cushing syndrome - Mus musculus (house mouse)","103/4686","162/9787",3.62681446582505e-05,0.000162729438532413,6.932138452685e-05,"14369/12912/213464/12292/18514/16526/140858/241489/26427/16492/18795/18798/13555/14683/320024/11863/15494/14679/108058/18749/12913/12580/22417/12571/14362/16527/109305/20778/14371/22413/208647/231991/12922/16438/12288/22419/12576/16439/12447/18584/14366/22411/233912/12443/18747/11513/11606/16835/214162/26395/14678/12387/23805/208677/26396/14672/215449/12567/12566/12323/13649/21414/216795/19416/12291/57265/12006/104111/11622/13557/11607/218461/12325/22418/12289/104110/14365/19645/14368/11514/11911/11512/22410/381022/15370/20683/11515/13544/224129/56637/77037/58226/12005/16440/12575/12915/13079/11789/12322/17283/14682/13074/21416",103
"mmu05225","Hepatocellular carcinoma - Mus musculus (house mouse)","110/4686","175/9787",4.12417506347387e-05,0.000182642038525271,7.78039861598625e-05,"14859/14369/66447/23797/21808/271849/12048/13555/18706/56456/20416/14866/68312/14867/14864/14862/14865/21812/18710/93760/22417/56717/12571/14362/15234/66993/14371/11461/17295/22413/21802/232223/22419/16974/56615/18752/21803/12028/27412/16001/14366/22411/15461/12443/15368/14388/26992/18104/234779/50868/17127/26395/14858/21813/12387/14871/14872/20587/216148/23805/17873/26396/50493/12567/68094/13649/21414/216795/22059/57265/83796/18750/12006/11465/20663/70127/21809/11651/13557/20418/21752/18708/22418/66923/14365/19645/14368/77044/22410/83797/26462/13544/56637/239985/12005/12575/11789/93687/17128/16973/14870/14869/225884/58988/12015/19211/14296/21416/11836/13712",110
"mmu01521","EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)","56/4686","80/9787",4.81151900356102e-05,0.000210349741053116,8.96072365035656e-05,"12043/23797/271849/12125/12048/18706/54635/20416/16194/13645/13684/20104/18710/56717/15234/14184/18595/16542/18590/17295/21802/18752/26362/12028/16001/14183/15461/14456/14388/234779/71785/26395/56484/216148/26396/16000/13867/13649/18015/13866/20848/18750/20663/11651/20418/18708/18591/56637/22339/100042150/18596/58988/12015/16452/19211/11836",56
"mmu04120","Ubiquitin mediated proteolysis - Mus musculus (house mouse)","98/4686","154/9787",5.28456778349904e-05,0.000228106027110528,9.71712663721342e-05,"66799/26554/67921/26374/99152/56791/22034/16396/70093/229615/107568/56228/66440/381534/63958/140499/52206/53323/68098/117146/59008/22190/75788/22214/26965/73998/22200/22346/22192/80794/15204/22215/76375/75430/20437/66894/11797/11796/50868/12402/140630/75717/18854/235439/17999/19823/67345/69288/216080/11634/216150/56371/93765/17246/67030/78294/22210/21402/22187/67128/68729/268470/12189/217342/12702/66156/105193/76980/218793/22194/246710/106052/27401/70790/56438/17237/12703/66053/208650/50873/22196/56424/66515/71745/52563/56550/83814/17344/74126/13194/28000/22201/67455/22209/72584/11798/59026/17318",98
"mmu00051","Fructose and mannose metabolism - Mus musculus (house mouse)","29/4686","36/9787",5.66072817502788e-05,0.000241288538460564,0.000102786906336033,"69080/170768/20322/75540/230163/16548/67861/15277/319801/11674/234730/110119/331026/270198/15275/216019/18641/11676/56421/218138/212032/14120/14121/22122/29858/18642/54128/225913/18639",29
"mmu00564","Glycerophospholipid metabolism - Mus musculus (house mouse)","68/4686","101/9787",5.73874467650094e-05,0.000241594066010719,0.000102917058525943,"227333/214253/226856/241274/14571/104418/99010/329502/215456/110911/74182/66586/18805/99712/66350/71760/74442/67916/26394/18782/18784/28042/665270/231510/74596/110524/11423/14792/77582/18807/52858/27388/50767/52123/102247/71910/192654/14712/333433/69836/28169/50784/212862/13139/18618/66358/56077/68671/14245/67216/217480/104759/210992/19012/380921/53357/14555/110197/13026/85031/68262/55979/64898/225010/12660/225845/208449/14732",68
"mmu04392","Hippo signaling pathway - multiple species - Mus musculus (house mouse)","23/4686","27/9787",6.54236263260475e-05,0.000272066543624173,0.000115898080012767,"215653/329628/97064/100534287/68473/73246/232157/213391/21679/101543/21677/18479/233651/21676/29806/16798/18016/211652/64010/319710/56274/27373/21678",23
"mmu01232","Nucleotide metabolism - Mus musculus (house mouse)","58/4686","84/9787",6.63612918639662e-05,0.000272640970188102,0.000116142780941374,"21915/171567/80914/11566/72090/12496/22245/11636/76654/110074/16434/12497/68556/229363/109674/11639/66588/51797/230718/11637/72269/22171/23917/107569/11717/66422/320685/57813/11821/23959/23918/54369/18605/209558/69692/22271/14923/68106/50773/76025/20135/12499/78801/11565/66355/11534/105446/210808/382985/11564/72962/56520/22436/14544/56248/12495/76952/15452",58
"mmu00450","Selenocompound metabolism - Mus musculus (house mouse)","16/4686","17/9787",7.04016002723488e-05,0.000285796972534178,0.000121747128290528,"212679/50880/109079/70266/23971/229905/107869/211006/21743/232223/20768/50493/216443/238505/26462/23972",16
"mmu05161","Hepatitis B - Mus musculus (house mouse)","103/4686","164/9787",7.52036910769295e-05,0.000301699513614506,0.000128521478249118,"20846/12370/12912/12043/56489/23797/21808/71586/26427/22034/228607/18538/13555/54401/18019/18706/12428/24088/26409/230073/12913/21812/21898/16476/18710/15530/12371/26414/208647/13063/231991/12122/18752/21803/12447/54131/12028/15461/54123/14082/22335/16150/12367/18021/12364/117149/17127/26395/21813/17874/68652/13654/208677/26396/11783/56480/20847/12566/26420/26397/22059/20850/20848/18750/11799/22630/18035/20663/20493/14281/21809/11651/13557/18708/26419/73181/19229/13655/19645/22631/66513/11911/328572/29857/19094/266632/15975/26416/12575/12915/106759/17128/18018/19697/12015/13194/16452/14102/12675/13205/11836/13712/16151",103
"mmu01250","Biosynthesis of nucleotide sugars - Mus musculus (house mouse)","30/4686","38/9787",8.50518529003967e-05,0.00033724048650041,0.000143661636478026,"67883/69080/107652/69976/75540/50798/94181/72157/74246/22235/15277/14583/12764/14751/234730/110119/109785/331026/15275/216019/103988/14584/14635/12763/218138/212032/76355/22122/29858/54128",30
"mmu04936","Alcoholic liver disease - Mus musculus (house mouse)","90/4686","141/9787",8.94615912866223e-05,0.000350648306077451,0.00014937325586877,"17087/12370/241113/56489/72674/56752/23797/15139/22034/16803/56458/108097/11522/26876/11532/11364/26409/72535/21898/108079/12260/12262/12259/108099/80911/19017/14825/20310/26414/100705/11669/14080/171095/68465/16172/21937/12273/78070/54131/50490/13106/14082/12443/16150/12367/71609/117149/17874/12387/68652/56484/56480/26420/21414/20787/26397/11671/11370/107476/11430/14104/14245/18035/11651/19766/26419/66513/19013/29857/19094/266632/19082/20462/56637/26416/12268/625018/106759/12266/64898/110695/12894/19697/14102/12675/20250/329065/20249/21416/16151",90
"mmu00230","Purine metabolism - Mus musculus (house mouse)","86/4686","134/9787",9.57798569585147e-05,0.000371146945714245,0.000158105505505682,"108147/18582/171567/11566/53893/72090/12496/11636/241489/18573/16434/12497/18583/229363/54195/60596/18160/229589/109674/242202/23971/22262/72157/11639/18578/230718/11637/231327/67054/231903/23917/18575/14917/54611/18584/11717/18576/110385/11513/11821/234889/18577/23959/23918/54369/29863/18605/209558/69692/14923/66358/50773/76025/104111/20135/12499/78801/11565/66355/218461/238871/14198/11534/105446/104110/210808/382985/11514/11564/11512/11515/224129/23984/56520/18585/224794/22436/14544/56248/23972/110855/12495/76952/73707/15452/19139",86
"mmu00513","Various types of N-glycan biosynthesis - Mus musculus (house mouse)","33/4686","43/9787",0.000103393696116247,0.00039614888062517,0.000168756121396121,"269181/227619/20014/17156/66789/66357/14595/56737/53418/20441/230815/13200/103963/330406/140481/207958/80286/16430/102580/68292/17155/17308/103534/53618/15212/13135/223774/208211/208624/17158/69038/67075/67574",33
"mmu04215","Apoptosis - multiple species - Mus musculus (house mouse)","26/4686","32/9787",0.000106552642634007,0.00040155305029698,0.000171058252634614,"12370/51800/12043/12125/12048/12371/26414/13063/64704/12122/21937/170770/12028/14082/12367/11797/11796/11783/26420/18952/18053/56208/11799/26419/12369/11798",26
"mmu04919","Thyroid hormone signaling pathway - Mus musculus (house mouse)","78/4686","120/9787",0.000107159318407699,0.00040155305029698,0.000171058252634614,"20846/18802/11931/20183/23797/18128/20181/18795/18798/17979/18706/56458/329650/18129/11928/18749/13370/18710/433759/20544/22417/12371/56717/19744/76199/11938/11461/18752/15461/12443/18747/234779/234959/11936/26395/18799/12387/13982/72472/18641/216154/26396/17246/20185/22059/11932/53313/327987/19014/23989/21833/72469/18750/11465/17977/13371/11651/56421/18708/21834/17888/140781/14463/210789/328572/18642/56637/54720/18607/22084/18131/18132/53901/18519/12015/74055/26896/20502",78
"mmu04310","Wnt signaling pathway - Mus musculus (house mouse)","108/4686","175/9787",0.000142756557253744,0.00052913028286442,0.000225405090400648,"20671/14369/329252/12301/93840/20378/107515/18795/18798/18019/81004/20319/229658/108058/319478/19055/18749/26409/16348/21885/16476/26563/192199/22417/14362/13016/26414/14371/22413/26965/56505/243548/22419/12444/16974/18752/27412/14366/22411/12443/234130/20377/18747/20437/93960/13000/18021/17127/12387/72780/23805/14160/24117/12323/19058/26420/21402/21414/216795/22059/20317/207742/57265/18750/12006/77583/19878/208846/19164/68339/26564/72293/19056/12325/22418/26419/73181/14365/19057/14368/19354/27373/56438/328572/106042/22410/13544/75826/56637/12005/19015/13001/76441/68010/11789/328949/12322/93687/494504/17128/18018/16973/14296/54612/226154/21416/54630/14735",108
"mmu01210","2-Oxocarboxylic acid metabolism - Mus musculus (house mouse)","27/4686","34/9787",0.000162711406458282,0.000596608490347033,0.000254150244383055,"15926/11611/209692/170718/13171/11428/12035/12036/269951/23923/108682/235339/67834/12040/109652/12974/18293/217214/13382/78920/68263/239017/268782/76282/14718/15929/18597",27
"mmu00562","Inositol phosphate metabolism - Mus musculus (house mouse)","50/4686","72/9787",0.000166769544441113,0.000598614891099153,0.000255004954380871,"18711/18802/16331/240752/320404/18718/64436/228550/18795/18798/55980/18706/107650/16330/67073/97287/18705/16332/18704/52858/101490/212111/54384/234515/234779/18799/103199/69718/117150/170835/74302/19062/170749/72469/30955/217837/75678/219135/224020/104015/20975/225326/114663/18719/17330/19211/74055/84095/320634/17772",50
"mmu04920","Adipocytokine signaling pathway - Mus musculus (house mouse)","50/4686","72/9787",0.000166769544441113,0.000598614891099153,0.000255004954380871,"241113/74205/16367/72674/20183/23797/18761/20181/14378/18534/108097/108079/21938/56717/12491/108099/19017/26414/100705/19247/16369/68465/21937/18036/78070/384783/16150/71609/11604/26420/216739/20528/20848/14377/68401/12702/18035/11651/26419/74551/19013/19082/18037/12894/19697/16452/12675/433256/16151/50790",50
"mmu04918","Thyroid hormone synthesis - Mus musculus (house mouse)","51/4686","74/9787",0.000194625333608077,0.000691325403753689,0.000294498860064853,"12912/11931/22130/14828/14725/26427/214593/99439/18795/18798/14683/74044/11928/18749/12913/67305/11657/208647/12304/231991/16438/16439/18752/14782/18747/11513/11936/14775/70337/208677/22027/12330/14778/11932/11889/11890/18750/104111/75512/104110/11514/21819/11911/11512/11515/224129/16440/12915/22139/14682/331535",51
"mmu00983","Drug metabolism - other enzymes - Mus musculus (house mouse)","63/4686","95/9787",0.000207628380429175,0.000729910079653078,0.000310935610409399,"14859/171567/80914/66447/22245/76654/110074/16434/68556/229363/14866/68312/14867/14864/14862/14865/99586/66588/72269/100727/71773/243085/231396/22238/112417/72094/100559/110006/23917/56615/13106/17960/17961/382044/13884/104158/13897/234564/12623/57813/234669/234671/234673/72361/436059/14858/23918/54369/14871/14872/22271/20135/22017/382985/64705/72962/22247/56520/22436/14870/14869/225884/15452",63
"mmu04925","Aldosterone synthesis and secretion - Mus musculus (house mouse)","67/4686","103/9787",0.000310908773054214,0.00108183562868864,0.000460852961132992,"12912/381290/12292/11931/18227/26427/18795/18798/14683/18160/15494/11928/108058/18749/12913/230899/16527/109305/20778/231871/208647/231991/16438/52163/11941/12288/16439/18752/101540/12315/18747/11513/11606/16835/16521/208677/14672/67972/12323/11932/12291/18750/104111/18760/12313/11607/12325/12289/104110/11514/11911/11512/11908/15370/11515/224129/58226/16440/12915/13079/75292/18754/12314/12322/269060/14682/320707",67
"mmu04926","Relaxin signaling pathway - Mus musculus (house mouse)","82/4686","130/9787",0.000320851876508168,0.00110515646352813,0.000470787442404329,"12825/12912/12829/12828/23797/26427/271849/18795/18798/14683/18706/14696/20416/14679/18749/12913/21812/14700/16476/18710/18762/18127/26414/18125/14699/66066/12843/208647/231991/14701/14695/21803/109689/15461/12826/12827/18747/11513/17390/14681/26395/14697/14678/21813/216148/208677/26396/13649/26420/216869/18126/12842/18750/104111/18035/20663/14281/11651/14706/13614/20418/18708/14702/26419/104110/13618/11514/11911/29857/19094/11512/11515/224129/26416/12915/22339/19697/22340/11475/94216/12830/14205",82
"mmu00561","Glycerolipid metabolism - Mus musculus (house mouse)","44/4686","63/9787",0.000333023005951967,0.00113560845029621,0.000483759734961805,"68393/227333/56752/104418/215456/72535/67916/58810/231510/110524/11669/67861/69923/23945/67800/233549/66853/52123/102247/71910/16956/15450/28169/50784/13139/11671/56077/14245/67216/217480/19012/380921/13350/110197/68262/55979/64898/225010/110695/16891/225913/14732/14933/11605",44
"mmu00120","Primary bile acid biosynthesis - Mus musculus (house mouse)","16/4686","18/9787",0.000349378314280745,0.00117958420960133,0.000502493041904563,"104086/170789/13123/13122/209186/230161/12012/20280/208665/26459/13124/13116/93732/17117/56050/15488",16
"mmu05100","Bacterial invasion of epithelial cells - Mus musculus (house mouse)","52/4686","77/9787",0.000372571402847505,0.00122432080010202,0.000521550456595397,"14268/76709/67771/103967/13429/74192/271849/140579/18706/622434/20416/12757/18710/242687/12540/71890/242894/56378/11461/56443/11867/17295/73178/12391/68089/56212/330662/13043/78514/14388/234683/12550/12927/16412/12402/12387/83767/216033/216148/66713/20362/67300/53860/11465/140580/20418/74325/18708/22330/12488/12385/56526",52
"mmu04928","Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)","74/4686","116/9787",0.000376939016831614,0.00122432080010202,0.000521550456595397,"12912/12043/20183/20181/18227/53416/26427/18795/18798/16658/14683/18805/17261/14679/18749/17389/12913/18578/20531/23948/14673/208647/231991/16438/232341/16974/16439/19227/18752/17258/75547/109689/14182/110385/18747/11513/17388/18577/26395/14678/19228/108737/20393/208677/14672/17938/13649/216869/69847/18750/26941/104111/14281/75607/17260/238871/17387/104110/11514/11911/11512/20683/11515/224129/240047/16440/12575/12915/12393/13653/15200/16973/14682/11836",74
"mmu00220","Arginine biosynthesis - Mus musculus (house mouse)","18/4686","21/9787",0.000376990275691238,0.00122432080010202,0.000521550456595397,"14660/227231/14645/11898/18127/69719/18125/109900/108682/109652/11846/216456/18126/217214/14661/76282/14718/18416",18
"mmu00770","Pantothenate and CoA biosynthesis - Mus musculus (house mouse)","18/4686","21/9787",0.000376990275691238,0.00122432080010202,0.000521550456595397,"99586/72535/106564/11669/12035/12036/67618/66812/26464/22361/18605/209558/211347/11671/71743/64705/246277/75735",18
"mmu05135","Yersinia infection - Mus musculus (house mouse)","85/4686","136/9787",0.00039105253009197,0.00125800861095624,0.00053590118324421,"22637/14268/76709/67771/14131/23797/22325/74192/215280/22034/140579/18019/18706/57257/26409/21898/16476/18710/16818/242687/20111/12540/242894/26414/26431/56378/16885/11461/56443/11867/73178/54353/330319/68089/12504/54131/56212/66824/330662/54126/16150/320795/18021/12927/16412/69632/16173/26395/17874/68652/26396/56480/66713/26420/26397/20293/108100/11465/19878/18035/11845/14281/11651/140580/110596/18708/26419/19229/19354/66513/29857/19094/266632/56637/20112/26416/106759/19877/18018/19697/14682/18719/12675/16151/110651",85
"mmu04540","Gap junction - Mus musculus (house mouse)","57/4686","86/9787",0.000419490818425455,0.00133688195404748,0.000569500570021769,"22145/18795/18798/14683/545486/54635/54195/60596/14679/13645/18749/14745/18595/18590/16438/53857/16439/18752/21872/15461/18747/11513/22152/234889/71785/13489/23938/26395/14678/14816/14609/26396/14672/13649/23939/18750/104318/104111/20663/22151/73710/104110/15558/11514/18591/11512/22146/11515/224129/16440/22154/22153/18596/67951/14682/19091/11554",57
"mmu00630","Glyoxylate and dicarboxylate metabolism - Mus musculus (house mouse)","25/4686","32/9787",0.000455167214148432,0.00143714833356125,0.000612213212012511,"11611/14645/12359/15112/68738/60525/56185/11428/76238/68180/17448/68133/66904/434437/108037/12974/17449/20425/13382/224530/110460/67078/17850/104174/67432",25
"mmu01212","Fatty acid metabolism - Mus musculus (house mouse)","43/4686","62/9787",0.000493363759038111,0.00154345909937611,0.000657500712189854,"11363/74205/30963/56348/170439/15107/11364/66775/20280/54325/19063/26922/97212/231086/80911/78070/106529/257633/57874/68801/235674/113868/216739/11370/107476/11430/14104/54326/71147/74147/70757/224530/110460/15488/12894/56473/76267/20250/329065/20249/12686/433256/50790",43
"mmu04211","Longevity regulating pathway - Mus musculus (house mouse)","59/4686","90/9787",0.000516654033215445,0.00160162750296788,0.000682279967308435,"12421/12912/241113/16367/72674/23797/64930/51897/26427/12359/18706/56458/108097/13684/18749/12913/108079/18710/230784/56717/19744/108099/19017/16369/208647/231991/19016/68465/12028/16001/15461/16337/384783/18747/11513/75747/140742/56484/11793/208677/16000/22059/104111/11651/18708/104110/11514/11911/11512/19082/68118/11515/224129/20656/22084/12915/110147/58988/19697",59
"mmu05230","Central carbon metabolism in cancer - Mus musculus (house mouse)","47/4686","69/9787",0.000522831308208324,0.0016061754603517,0.000684217359248447,"14660/15926/23797/228026/20526/18706/18710/56717/14184/18595/17295/15277/19713/319801/16832/20514/16828/269951/14183/64384/15461/14182/20539/18746/26395/15275/216019/18641/26396/50721/216456/56012/103988/13649/22059/13866/80879/11651/56421/212032/18708/68263/18642/18596/19211/18648/18597",47
"mmu05212","Pancreatic cancer - Mus musculus (house mouse)","51/4686","76/9787",0.000533985648645436,0.00162155970293973,0.000690770918369139,"20846/64143/23797/21808/19730/19361/12048/13555/18805/18706/13645/21812/18710/12540/12371/56717/12571/26414/21802/21803/12028/12443/16150/17127/26395/21813/17873/12567/13649/26420/22059/13866/20848/21809/11651/13557/18708/26419/19645/19354/12575/22339/19765/17128/58988/19697/12015/12675/11836/73341/16151",51
"mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)","79/4686","126/9787",0.000537349696282081,0.00162155970293973,0.000690770918369139,"12043/14127/23797/619326/13244/226849/241447/18795/18798/18805/18706/76893/14679/13609/74442/18201/230379/18710/18386/18762/18127/269643/26414/14673/12122/21937/18752/12028/56632/14389/20597/15461/13033/67260/11886/71609/14739/94226/73699/26395/235542/14678/19054/14360/20598/20397/26396/26420/22059/18750/19878/104725/26932/81535/20773/26931/11651/13610/268656/18708/26419/71978/19354/29857/19094/71949/17250/385643/16644/51792/18607/26416/18754/19877/19697/225849/14682/208449/19211",79
"mmu04935","Growth hormone synthesis, secretion and action - Mus musculus (house mouse)","74/4686","117/9787",0.000548835166764049,0.00164169115672404,0.000699346749893249,"20846/12912/16367/12292/23797/26427/271849/18795/18798/14683/18706/20416/14679/18749/12913/18710/56717/26414/16369/208647/231991/16438/58991/12288/16439/18752/15461/384783/18747/11513/12927/234779/26395/14678/216148/208677/26396/14672/16000/216233/16009/26420/26397/20850/20848/18750/12702/104111/20663/14281/11651/20418/18708/12289/26419/104110/14600/11514/20607/11911/328572/29857/19094/11512/11515/12703/224129/56637/16005/16440/26416/12915/14682/16452",74
"mmu04666","Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)","61/4686","94/9787",0.000624661347124138,0.0018522566901681,0.000789045912156805,"76709/16331/67771/14130/246256/14131/23797/22325/227753/74192/329502/15162/18805/18706/14129/57257/17096/67916/18710/17357/242687/230837/12540/242894/56378/16885/56443/11867/245880/68089/18752/22323/56632/14389/18479/16332/330662/234779/26395/17118/83767/50784/16886/66713/18750/211914/20259/12632/11845/11651/218038/20963/18708/19012/17909/19354/53357/18754/30948/58988/18719",61
"mmu05231","Choline metabolism in cancer - Mus musculus (house mouse)","63/4686","98/9787",0.000743160340542356,0.00218463513900813,0.000930636361114747,"227333/23797/19730/64930/104418/329502/74182/18805/18706/54635/213603/13645/242259/100434/16476/67916/18710/242687/56717/19744/18595/26414/110524/18590/245880/18752/15461/71785/68682/26395/83767/50784/26396/212862/13139/13649/26420/20520/30805/56077/18750/217480/20663/14281/11651/18708/19012/26419/380921/19354/18591/20683/110197/13026/20519/20517/18607/22084/70129/18596/12660/58988/18719",63
"mmu04072","Phospholipase D signaling pathway - Mus musculus (house mouse)","91/4686","149/9787",0.000758167513052517,0.00220970189701631,0.00094131459110434,"227333/64143/103967/14127/23797/19730/64930/13429/56508/14061/104418/329502/271849/18795/18798/14683/18805/18706/54635/20416/13645/19220/14745/67916/18710/56717/19744/18595/110524/19247/18590/14673/19159/14823/108073/56632/14389/66922/15461/16337/52123/14388/11513/234779/11606/71785/26395/17532/14816/14360/28169/50784/216148/26396/17311/13139/13649/11840/104709/56077/11841/18750/19157/104111/30955/217480/11845/20663/11651/11607/20418/20963/14062/18708/19012/104110/19229/380921/11514/18591/223864/11512/11515/110197/224129/68262/22084/55979/18596/18719/78134",91
"mmu00240","Pyrimidine metabolism - Mus musculus (house mouse)","39/4686","56/9787",0.000786532846773506,0.00227294661652344,0.000968256314493701,"21915/171567/80914/72090/22245/76654/110074/12497/68556/99586/66588/51797/230718/72269/22171/69719/107569/66422/320685/57813/56749/23959/54369/18605/209558/69692/22271/68106/50773/76025/20135/12499/382985/64705/72962/22247/56520/12495/76952",39
"mmu04340","Hedgehog signaling pathway - Mus musculus (house mouse)","40/4686","58/9787",0.000918943425161824,0.00263327485697632,0.00112175314172783,"26554/12043/14633/240888/68897/76857/14725/18749/59056/68525/320129/74239/75788/26965/12444/269878/109689/56788/233812/12443/15245/18747/57810/214897/74770/103236/16568/216869/104318/14634/14451/19206/27373/17237/56637/117606/70425/93687/110355/24069",40
"mmu04210","Apoptosis - Mus musculus (house mouse)","83/4686","135/9787",0.00095220465998638,0.00270584824212796,0.00115266879893088,"12633/12370/22145/12043/23797/20740/13804/22029/69601/12125/12048/64138/22035/18706/229445/16905/13040/12368/16476/18710/12371/13347/26414/19249/12123/11461/13063/13666/64704/16438/12122/53857/21937/16439/170770/12028/13032/15461/57913/13033/14082/16150/12367/71609/12364/11797/11796/26395/13036/17873/26396/11783/26420/22059/18952/78943/11799/11465/18035/13665/14281/11651/19766/13039/18708/26419/328417/13030/21933/12983/11911/22146/18607/16440/13163/19697/12015/14102/12675/12369/11798/26926/16151",83
"mmu04927","Cortisol synthesis and secretion - Mus musculus (house mouse)","48/4686","72/9787",0.000964196513335191,0.00271728108303554,0.00115753909386913,"12912/12292/18514/16526/26427/16492/18795/18798/14683/320024/15494/18749/12913/16527/109305/20778/208647/231991/16438/12288/16439/18584/18747/11513/11606/16835/208677/14672/12291/104111/11607/218461/12289/104110/11514/11911/11512/15370/20683/11515/224129/77037/58226/16440/12915/13079/14682/13074",48
